timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1633033140645,58,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,1,0
1633033140645,58,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,2,0,0
1633033140704,4,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1420,2078,1,1,null,0,0,0
1633033140704,4,5. Post the Article,201,Created,Editor User 1-1,text,true,,1420,2078,1,1,http://192.168.1.87/perf/api/posts,4,0,0
1633033140708,62,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,0,0
1633033140708,62,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,3,0,0
1633033140770,5,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1295,1976,1,1,null,0,0,0
1633033140770,5,5. Post the Article,201,Created,Editor User 1-1,text,true,,1295,1976,1,1,http://192.168.1.87/perf/api/posts,5,0,0
1633033140775,307,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,0,0
1633033140775,307,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,245,0,0
1633033141082,47,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,960,1648,1,1,null,0,1,0
1633033141083,47,5. Post the Article,201,Created,Editor User 1-1,text,true,,960,1648,1,1,http://192.168.1.87/perf/api/posts,47,0,0
1633033141130,187,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,0,0
1633033141130,187,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,128,0,0
1633033141317,5,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1245,1926,1,1,null,0,1,0
1633033141318,5,5. Post the Article,201,Created,Editor User 1-1,text,true,,1245,1926,1,1,http://192.168.1.87/perf/api/posts,5,0,0
1633033141323,800,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,0,0
1633033141323,800,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,741,0,0
1633033142124,4,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1791,2451,1,1,null,0,0,0
1633033142124,4,5. Post the Article,201,Created,Editor User 1-1,text,true,,1791,2451,1,1,http://192.168.1.87/perf/api/posts,4,0,0
1633033142128,61,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,1,0
1633033142128,61,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,2,0,0
1633033142190,4,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1746,2411,1,1,null,0,0,0
1633033142190,4,5. Post the Article,201,Created,Editor User 1-1,text,true,,1746,2411,1,1,http://192.168.1.87/perf/api/posts,4,0,0
1633033142194,64,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,0,0
1633033142194,64,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,4,0,0
1633033142258,6,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,988,1658,1,1,null,0,1,0
1633033142259,6,5. Post the Article,201,Created,Editor User 1-1,text,true,,988,1658,1,1,http://192.168.1.87/perf/api/posts,6,0,0
1633033142265,60,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,0,0
1633033142265,60,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,3,0,0
1633033142326,7,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1502,2170,1,1,null,0,0,0
1633033142326,7,5. Post the Article,201,Created,Editor User 1-1,text,true,,1502,2170,1,1,http://192.168.1.87/perf/api/posts,7,0,0
1633033142333,59,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,1,0
1633033142333,59,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,3,0,0
1633033142393,4,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1760,2436,1,1,null,0,0,0
1633033142393,4,5. Post the Article,201,Created,Editor User 1-1,text,true,,1760,2436,1,1,http://192.168.1.87/perf/api/posts,4,0,0
1633033142397,91,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,0,0
1633033142397,91,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,3,0,0
1633033142488,6,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1137,1819,1,1,null,0,0,0
1633033142488,6,5. Post the Article,201,Created,Editor User 1-1,text,true,,1137,1819,1,1,http://192.168.1.87/perf/api/posts,6,0,0
1633033142494,59,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,1,0
1633033142494,59,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,3,0,0
1633033142554,56,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,948,1631,1,1,null,0,0,0
1633033142554,56,5. Post the Article,201,Created,Editor User 1-1,text,true,,948,1631,1,1,http://192.168.1.87/perf/api/posts,56,0,0
1633033142610,61,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,0,0
1633033142610,61,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,2,0,0
1633033142672,4,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1144,1804,1,1,null,0,0,0
1633033142672,4,5. Post the Article,201,Created,Editor User 1-1,text,true,,1144,1804,1,1,http://192.168.1.87/perf/api/posts,4,0,0
1633033142676,60,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,1,0
1633033142677,60,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,2,0,0
1633033142738,3,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1117,1809,1,1,null,0,1,0
1633033142738,3,5. Post the Article,201,Created,Editor User 1-1,text,true,,1117,1809,1,1,http://192.168.1.87/perf/api/posts,3,0,0
1633033142742,65,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,0,0
1633033142742,65,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,2,0,0
1633033142807,5,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1546,2214,1,1,null,0,0,0
1633033142807,5,5. Post the Article,201,Created,Editor User 1-1,text,true,,1546,2214,1,1,http://192.168.1.87/perf/api/posts,5,0,0
1633033142813,59,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,1,0
1633033142813,59,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,2,0,0
1633033142873,9,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1543,2205,1,1,null,0,0,0
1633033142873,9,5. Post the Article,201,Created,Editor User 1-1,text,true,,1543,2205,1,1,http://192.168.1.87/perf/api/posts,9,0,0
1633033142882,67,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,0,0
1633033142882,67,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,4,0,0
1633033142949,3,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1758,2431,1,1,null,0,1,0
1633033142950,3,5. Post the Article,201,Created,Editor User 1-1,text,true,,1758,2431,1,1,http://192.168.1.87/perf/api/posts,3,0,0
1633033142954,74,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,1,0
1633033142954,74,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,4,0,0
1633033143029,5,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1723,2387,1,1,null,0,0,0
1633033143029,5,5. Post the Article,201,Created,Editor User 1-1,text,true,,1723,2387,1,1,http://192.168.1.87/perf/api/posts,5,0,0
1633033143034,59,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,0,0
1633033143034,59,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,2,0,0
1633033143094,12,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1723,2409,1,1,null,0,0,0
1633033143094,12,5. Post the Article,201,Created,Editor User 1-1,text,true,,1723,2409,1,1,http://192.168.1.87/perf/api/posts,12,0,0
1633033143106,59,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,1,0
1633033143107,59,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,2,0,0
1633033143166,56,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,971,1641,1,1,null,0,0,0
1633033143166,56,5. Post the Article,201,Created,Editor User 1-1,text,true,,971,1641,1,1,http://192.168.1.87/perf/api/posts,56,0,0
1633033143223,66,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,1,0
1633033143223,66,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,6,0,0
1633033143290,23,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1778,2446,1,1,null,0,0,0
1633033143290,23,5. Post the Article,201,Created,Editor User 1-1,text,true,,1778,2446,1,1,http://192.168.1.87/perf/api/posts,23,0,0
1633033143314,72,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,0,0
1633033143314,72,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,7,0,0
1633033143386,15,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,991,1668,1,1,null,0,1,0
1633033143387,15,5. Post the Article,201,Created,Editor User 1-1,text,true,,991,1668,1,1,http://192.168.1.87/perf/api/posts,15,0,0
1633033143403,62,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,0,0
1633033143403,62,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,3,0,0
1633033143465,7,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1502,2184,1,1,null,0,1,0
1633033143466,7,5. Post the Article,201,Created,Editor User 1-1,text,true,,1502,2184,1,1,http://192.168.1.87/perf/api/posts,7,0,0
1633033143474,68,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,0,0
1633033143474,68,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,8,0,0
1633033143542,16,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1721,2400,1,1,null,0,1,0
1633033143543,16,5. Post the Article,201,Created,Editor User 1-1,text,true,,1721,2400,1,1,http://192.168.1.87/perf/api/posts,16,0,0
1633033143560,64,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,0,0
1633033143560,64,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,5,0,0
1633033143624,10,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1547,2212,1,1,null,0,0,0
1633033143624,10,5. Post the Article,201,Created,Editor User 1-1,text,true,,1547,2212,1,1,http://192.168.1.87/perf/api/posts,10,0,0
1633033143634,74,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,1,0
1633033143635,74,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,3,0,0
1633033143709,7,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1443,2131,1,1,null,0,0,0
1633033143709,7,5. Post the Article,201,Created,Editor User 1-1,text,true,,1443,2131,1,1,http://192.168.1.87/perf/api/posts,7,0,0
1633033143717,58,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,1,0
1633033143717,58,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,2,0,0
1633033143776,12,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1651,2328,1,1,null,0,0,0
1633033143776,12,5. Post the Article,201,Created,Editor User 1-1,text,true,,1651,2328,1,1,http://192.168.1.87/perf/api/posts,12,0,0
1633033143789,58,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,1,0
1633033143789,58,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,2,0,0
1633033143848,9,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1405,2075,1,1,null,0,1,0
1633033143848,9,5. Post the Article,201,Created,Editor User 1-1,text,true,,1405,2075,1,1,http://192.168.1.87/perf/api/posts,9,0,0
1633033143858,132,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,0,0
1633033143858,132,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,75,0,0
1633033143991,7,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1225,1909,1,1,null,0,0,0
1633033143991,7,5. Post the Article,201,Created,Editor User 1-1,text,true,,1225,1909,1,1,http://192.168.1.87/perf/api/posts,7,0,0
1633033143998,108,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,0,0
1633033143998,108,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,52,0,0
1633033144107,11,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1205,1899,1,1,null,0,0,0
1633033144107,11,5. Post the Article,201,Created,Editor User 1-1,text,true,,1205,1899,1,1,http://192.168.1.87/perf/api/posts,11,0,0
1633033144119,67,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,1,0
1633033144119,67,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,2,0,0
1633033144187,14,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1038,1713,1,1,null,0,0,0
1633033144187,14,5. Post the Article,201,Created,Editor User 1-1,text,true,,1038,1713,1,1,http://192.168.1.87/perf/api/posts,14,0,0
1633033144201,81,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,0,0
1633033144201,81,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,4,0,0
1633033144283,9,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1388,2067,1,1,null,0,1,0
1633033144284,9,5. Post the Article,201,Created,Editor User 1-1,text,true,,1388,2067,1,1,http://192.168.1.87/perf/api/posts,9,0,0
1633033144294,64,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,1,0
1633033144294,64,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,5,0,0
1633033144359,10,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1728,2399,1,1,null,0,1,0
1633033144360,10,5. Post the Article,201,Created,Editor User 1-1,text,true,,1728,2399,1,1,http://192.168.1.87/perf/api/posts,10,0,0
1633033144371,64,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,1,0
1633033144371,64,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,4,0,0
1633033144436,6,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1592,2253,1,1,null,0,0,0
1633033144436,6,5. Post the Article,201,Created,Editor User 1-1,text,true,,1592,2253,1,1,http://192.168.1.87/perf/api/posts,6,0,0
1633033144442,67,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,1,0
1633033144442,67,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,7,0,0
1633033144510,6,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,897,1570,1,1,null,0,0,0
1633033144510,6,5. Post the Article,201,Created,Editor User 1-1,text,true,,897,1570,1,1,http://192.168.1.87/perf/api/posts,6,0,0
1633033144516,61,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,1,0
1633033144516,61,4. Open Edit Post Page,200,OK,Editor User 1-1,text,true,,758322,12438,1,1,http://192.168.1.87/perf/admin/app/editor/editpost.cshtml,4,0,0
1633033144578,6,5. Post the Article,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,1391,2067,1,1,null,0,0,0
1633033144578,6,5. Post the Article,201,Created,Editor User 1-1,text,true,,1391,2067,1,1,http://192.168.1.87/perf/api/posts,6,0,0
1633033144585,197,4. Open Edit Post Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor User 1-1,,true,,758322,12438,1,1,null,0,0,0
